genotype,site_code,latitude,longitude,study,trait,measured?
9,Adler05,40.79,-111.87,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
9,Adler05,40.79,-111.87,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
9,Adler05,40.79,-111.87,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
9,Adler05,40.79,-111.87,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
9,Adler05,40.79,-111.87,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
9,Adler05,40.79,-111.87,cg_2022,first_flower,yes
9,Adler05,40.79,-111.87,cg_2022,inflor_mass,yes
9,Adler05,40.79,-111.87,cg_2022,veg_mass,yes
9,Adler05,40.79,-111.87,cg_2022,seed_count,yes
9,Adler05,40.79,-111.87,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
9,Adler05,40.79,-111.87,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
9,Adler05,40.79,-111.87,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
9,Adler05,40.79,-111.87,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
9,Adler05,40.79,-111.87,walker,root_avg_diam_mm,yes
9,Adler05,40.79,-111.87,walker,root_vol_cm3,yes
9,Adler05,40.79,-111.87,walker,root_proj_area_cm2,yes
9,Adler05,40.79,-111.87,walker,root_surf_area_cm2,yes
9,Adler05,40.79,-111.87,walker,root_no_crossings,yes
9,Adler05,40.79,-111.87,walker,root_no_tips,yes
9,Adler05,40.79,-111.87,walker,root_no_forks,yes
11,Adler09,43.31,-112.27,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
11,Adler09,43.31,-112.27,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
11,Adler09,43.31,-112.27,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
11,Adler09,43.31,-112.27,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
11,Adler09,43.31,-112.27,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
11,Adler09,43.31,-112.27,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
11,Adler09,43.31,-112.27,gamba,tillers_n,yes
11,Adler09,43.31,-112.27,gamba,leaves_n,yes
11,Adler09,43.31,-112.27,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
11,Adler09,43.31,-112.27,cg_2022,first_flower,yes
11,Adler09,43.31,-112.27,cg_2022,inflor_mass,yes
11,Adler09,43.31,-112.27,cg_2022,veg_mass,yes
11,Adler09,43.31,-112.27,cg_2022,seed_count,yes
11,Adler09,43.31,-112.27,gamba,seed_m,yes
11,Adler09,43.31,-112.27,gamba,seed_n,yes
11,Adler09,43.31,-112.27,gamba,seed1m,yes
11,Adler09,43.31,-112.27,gamba,seedling_height_cm,yes
11,Adler09,43.31,-112.27,gamba,adult_height_cm,yes
11,Adler09,43.31,-112.27,gamba,spring_growth_cm,yes
11,Adler09,43.31,-112.27,walker,root_proj_area_cm2,yes
11,Adler09,43.31,-112.27,walker,root_surf_area_cm2,yes
11,Adler09,43.31,-112.27,walker,root_avg_diam_mm,yes
11,Adler09,43.31,-112.27,walker,root_vol_cm3,yes
11,Adler09,43.31,-112.27,walker,root_no_tips,yes
11,Adler09,43.31,-112.27,walker,root_no_forks,yes
11,Adler09,43.31,-112.27,walker,root_no_crossings,yes
11,Adler09,43.31,-112.27,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
11,Adler09,43.31,-112.27,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
11,Adler09,43.31,-112.27,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
11,Adler09,43.31,-112.27,davidson,phen_score,yes
11,Adler09,43.31,-112.27,davidson,freezing_point,yes
11,Adler09,43.31,-112.27,davidson,min_temp_reached,yes
11,Adler09,43.31,-112.27,davidson,d_fv_fm,yes
11,Adler09,43.31,-112.27,davidson,sla_m2_kg,yes
11,Adler09,43.31,-112.27,gamba,days_to_flower,yes
11,Adler09,43.31,-112.27,gamba,inflor_height_cm,yes
11,Adler09,43.31,-112.27,gamba,inflor_number,yes
11,Adler09,43.31,-112.27,gamba,veg_biomass_mg,yes
11,Adler09,43.31,-112.27,gamba,rep_biomass_mg,yes
11,Adler09,43.31,-112.27,gamba,total_dry_biomass_mg,yes
11,Adler09,43.31,-112.27,walker,leaf_no_21d,yes
11,Adler09,43.31,-112.27,walker,leaf_no_35d,yes
11,Adler09,43.31,-112.27,walker,tiller_no_35d,yes
11,Adler09,43.31,-112.27,walker,shoot_dry_wt_g,yes
11,Adler09,43.31,-112.27,walker,shoot_leaf_area_cm2,yes
11,Adler09,43.31,-112.27,walker,root_dry_wt_g,yes
11,Adler09,43.31,-112.27,walker,root_length_cm,yes
11,Adler09,43.31,-112.27,walker,plant_ht_21d_cm,yes
11,Adler09,43.31,-112.27,walker,seed_wt_g,yes
11,Adler09,43.31,-112.27,walker,seed_proj_area_cm2,yes
11,Adler09,43.31,-112.27,walker,time_to_emergence_d,yes
11,Adler09,43.31,-112.27,walker,plant_ht_35d_cm,yes
12,Schupp02,40.2,-112.46,gamba,inflor_number,yes
12,Schupp02,40.2,-112.46,davidson,phen_score,yes
12,Schupp02,40.2,-112.46,davidson,freezing_point,yes
12,Schupp02,40.2,-112.46,davidson,min_temp_reached,yes
12,Schupp02,40.2,-112.46,davidson,d_fv_fm,yes
12,Schupp02,40.2,-112.46,davidson,sla_m2_kg,yes
12,Schupp02,40.2,-112.46,gamba,days_to_flower,yes
12,Schupp02,40.2,-112.46,gamba,inflor_height_cm,yes
12,Schupp02,40.2,-112.46,walker,seed_proj_area_cm2,no
12,Schupp02,40.2,-112.46,walker,time_to_emergence_d,no
12,Schupp02,40.2,-112.46,walker,plant_ht_21d_cm,no
12,Schupp02,40.2,-112.46,walker,plant_ht_35d_cm,no
12,Schupp02,40.2,-112.46,walker,leaf_no_21d,no
12,Schupp02,40.2,-112.46,walker,leaf_no_35d,no
12,Schupp02,40.2,-112.46,walker,tiller_no_35d,no
12,Schupp02,40.2,-112.46,walker,shoot_dry_wt_g,no
12,Schupp02,40.2,-112.46,walker,shoot_leaf_area_cm2,no
12,Schupp02,40.2,-112.46,walker,root_dry_wt_g,no
12,Schupp02,40.2,-112.46,walker,root_length_cm,no
12,Schupp02,40.2,-112.46,walker,root_proj_area_cm2,no
12,Schupp02,40.2,-112.46,walker,root_surf_area_cm2,no
12,Schupp02,40.2,-112.46,walker,root_avg_diam_mm,no
12,Schupp02,40.2,-112.46,walker,root_vol_cm3,no
12,Schupp02,40.2,-112.46,walker,root_no_tips,no
12,Schupp02,40.2,-112.46,walker,root_no_forks,no
12,Schupp02,40.2,-112.46,walker,root_no_crossings,no
12,Schupp02,40.2,-112.46,walker,root_length_cm_by_diam_class_mm_0_l_0_5,no
12,Schupp02,40.2,-112.46,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,no
12,Schupp02,40.2,-112.46,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,no
12,Schupp02,40.2,-112.46,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,no
12,Schupp02,40.2,-112.46,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,no
12,Schupp02,40.2,-112.46,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,no
12,Schupp02,40.2,-112.46,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,no
12,Schupp02,40.2,-112.46,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,no
12,Schupp02,40.2,-112.46,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,no
12,Schupp02,40.2,-112.46,walker,root_length_cm_by_diam_class_mm_l_4_5,no
12,Schupp02,40.2,-112.46,gamba,veg_biomass_mg,yes
12,Schupp02,40.2,-112.46,gamba,rep_biomass_mg,yes
12,Schupp02,40.2,-112.46,gamba,total_dry_biomass_mg,yes
12,Schupp02,40.2,-112.46,gamba,seed_m,yes
12,Schupp02,40.2,-112.46,gamba,seed_n,yes
12,Schupp02,40.2,-112.46,gamba,seed1m,yes
12,Schupp02,40.2,-112.46,gamba,seedling_height_cm,yes
12,Schupp02,40.2,-112.46,gamba,adult_height_cm,yes
12,Schupp02,40.2,-112.46,gamba,spring_growth_cm,yes
12,Schupp02,40.2,-112.46,gamba,tillers_n,yes
12,Schupp02,40.2,-112.46,gamba,leaves_n,yes
12,Schupp02,40.2,-112.46,walker,seed_wt_g,no
12,Schupp02,40.2,-112.46,cg_2022,seed_count,yes
12,Schupp02,40.2,-112.46,cg_2022,first_flower,yes
12,Schupp02,40.2,-112.46,cg_2022,inflor_mass,yes
12,Schupp02,40.2,-112.46,cg_2022,veg_mass,yes
13,Schupp01,39.85,-112.15,cg_2022,first_flower,yes
13,Schupp01,39.85,-112.15,cg_2022,inflor_mass,yes
13,Schupp01,39.85,-112.15,cg_2022,veg_mass,yes
13,Schupp01,39.85,-112.15,cg_2022,seed_count,yes
13,Schupp01,39.85,-112.15,gamba,rep_biomass_mg,yes
13,Schupp01,39.85,-112.15,gamba,seedling_height_cm,yes
13,Schupp01,39.85,-112.15,gamba,adult_height_cm,yes
13,Schupp01,39.85,-112.15,gamba,spring_growth_cm,yes
13,Schupp01,39.85,-112.15,gamba,tillers_n,yes
13,Schupp01,39.85,-112.15,gamba,leaves_n,yes
13,Schupp01,39.85,-112.15,walker,seed_wt_g,no
13,Schupp01,39.85,-112.15,walker,seed_proj_area_cm2,no
13,Schupp01,39.85,-112.15,walker,time_to_emergence_d,no
13,Schupp01,39.85,-112.15,walker,plant_ht_21d_cm,no
13,Schupp01,39.85,-112.15,gamba,total_dry_biomass_mg,yes
13,Schupp01,39.85,-112.15,gamba,seed_m,yes
13,Schupp01,39.85,-112.15,gamba,seed_n,yes
13,Schupp01,39.85,-112.15,gamba,seed1m,yes
13,Schupp01,39.85,-112.15,walker,shoot_dry_wt_g,no
13,Schupp01,39.85,-112.15,walker,shoot_leaf_area_cm2,no
13,Schupp01,39.85,-112.15,walker,root_dry_wt_g,no
13,Schupp01,39.85,-112.15,walker,root_length_cm,no
13,Schupp01,39.85,-112.15,walker,root_proj_area_cm2,no
13,Schupp01,39.85,-112.15,walker,root_surf_area_cm2,no
13,Schupp01,39.85,-112.15,walker,root_avg_diam_mm,no
13,Schupp01,39.85,-112.15,walker,root_vol_cm3,no
13,Schupp01,39.85,-112.15,walker,root_no_tips,no
13,Schupp01,39.85,-112.15,walker,plant_ht_35d_cm,no
13,Schupp01,39.85,-112.15,walker,leaf_no_21d,no
13,Schupp01,39.85,-112.15,walker,leaf_no_35d,no
13,Schupp01,39.85,-112.15,walker,tiller_no_35d,no
13,Schupp01,39.85,-112.15,davidson,phen_score,no
13,Schupp01,39.85,-112.15,davidson,freezing_point,no
13,Schupp01,39.85,-112.15,davidson,min_temp_reached,no
13,Schupp01,39.85,-112.15,davidson,d_fv_fm,no
13,Schupp01,39.85,-112.15,davidson,sla_m2_kg,no
13,Schupp01,39.85,-112.15,gamba,days_to_flower,yes
13,Schupp01,39.85,-112.15,gamba,inflor_height_cm,yes
13,Schupp01,39.85,-112.15,gamba,inflor_number,yes
13,Schupp01,39.85,-112.15,gamba,veg_biomass_mg,yes
13,Schupp01,39.85,-112.15,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,no
13,Schupp01,39.85,-112.15,walker,root_no_forks,no
13,Schupp01,39.85,-112.15,walker,root_no_crossings,no
13,Schupp01,39.85,-112.15,walker,root_length_cm_by_diam_class_mm_0_l_0_5,no
13,Schupp01,39.85,-112.15,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,no
13,Schupp01,39.85,-112.15,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,no
13,Schupp01,39.85,-112.15,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,no
13,Schupp01,39.85,-112.15,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,no
13,Schupp01,39.85,-112.15,walker,root_length_cm_by_diam_class_mm_l_4_5,no
13,Schupp01,39.85,-112.15,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,no
13,Schupp01,39.85,-112.15,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,no
13,Schupp01,39.85,-112.15,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,no
14,Adler13,41.44,-111.08,davidson,phen_score,yes
14,Adler13,41.44,-111.08,gamba,seed1m,yes
14,Adler13,41.44,-111.08,davidson,freezing_point,yes
14,Adler13,41.44,-111.08,davidson,min_temp_reached,yes
14,Adler13,41.44,-111.08,davidson,d_fv_fm,yes
14,Adler13,41.44,-111.08,davidson,sla_m2_kg,yes
14,Adler13,41.44,-111.08,gamba,days_to_flower,yes
14,Adler13,41.44,-111.08,gamba,inflor_height_cm,yes
14,Adler13,41.44,-111.08,gamba,inflor_number,yes
14,Adler13,41.44,-111.08,gamba,veg_biomass_mg,yes
14,Adler13,41.44,-111.08,gamba,rep_biomass_mg,yes
14,Adler13,41.44,-111.08,gamba,total_dry_biomass_mg,yes
14,Adler13,41.44,-111.08,gamba,seed_m,yes
14,Adler13,41.44,-111.08,gamba,seed_n,yes
14,Adler13,41.44,-111.08,walker,tiller_no_35d,yes
14,Adler13,41.44,-111.08,gamba,seedling_height_cm,yes
14,Adler13,41.44,-111.08,gamba,adult_height_cm,yes
14,Adler13,41.44,-111.08,gamba,spring_growth_cm,yes
14,Adler13,41.44,-111.08,gamba,tillers_n,yes
14,Adler13,41.44,-111.08,gamba,leaves_n,yes
14,Adler13,41.44,-111.08,walker,seed_wt_g,yes
14,Adler13,41.44,-111.08,walker,seed_proj_area_cm2,yes
14,Adler13,41.44,-111.08,walker,time_to_emergence_d,yes
14,Adler13,41.44,-111.08,walker,plant_ht_21d_cm,yes
14,Adler13,41.44,-111.08,walker,plant_ht_35d_cm,yes
14,Adler13,41.44,-111.08,walker,leaf_no_21d,yes
14,Adler13,41.44,-111.08,walker,leaf_no_35d,yes
14,Adler13,41.44,-111.08,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
14,Adler13,41.44,-111.08,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
14,Adler13,41.44,-111.08,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
14,Adler13,41.44,-111.08,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
14,Adler13,41.44,-111.08,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
14,Adler13,41.44,-111.08,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
14,Adler13,41.44,-111.08,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
14,Adler13,41.44,-111.08,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
14,Adler13,41.44,-111.08,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
14,Adler13,41.44,-111.08,cg_2022,first_flower,yes
14,Adler13,41.44,-111.08,cg_2022,inflor_mass,yes
14,Adler13,41.44,-111.08,cg_2022,veg_mass,yes
14,Adler13,41.44,-111.08,cg_2022,seed_count,yes
14,Adler13,41.44,-111.08,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
14,Adler13,41.44,-111.08,walker,root_length_cm,yes
14,Adler13,41.44,-111.08,walker,shoot_dry_wt_g,yes
14,Adler13,41.44,-111.08,walker,shoot_leaf_area_cm2,yes
14,Adler13,41.44,-111.08,walker,root_dry_wt_g,yes
14,Adler13,41.44,-111.08,walker,root_vol_cm3,yes
14,Adler13,41.44,-111.08,walker,root_proj_area_cm2,yes
14,Adler13,41.44,-111.08,walker,root_surf_area_cm2,yes
14,Adler13,41.44,-111.08,walker,root_avg_diam_mm,yes
14,Adler13,41.44,-111.08,walker,root_no_tips,yes
14,Adler13,41.44,-111.08,walker,root_no_forks,yes
14,Adler13,41.44,-111.08,walker,root_no_crossings,yes
16,Adler16,41.78,-110.2,davidson,freezing_point,no
16,Adler16,41.78,-110.2,davidson,phen_score,no
16,Adler16,41.78,-110.2,gamba,seedling_height_cm,yes
16,Adler16,41.78,-110.2,davidson,min_temp_reached,no
16,Adler16,41.78,-110.2,davidson,d_fv_fm,no
16,Adler16,41.78,-110.2,davidson,sla_m2_kg,no
16,Adler16,41.78,-110.2,gamba,days_to_flower,no
16,Adler16,41.78,-110.2,gamba,inflor_height_cm,no
16,Adler16,41.78,-110.2,gamba,inflor_number,no
16,Adler16,41.78,-110.2,gamba,veg_biomass_mg,yes
16,Adler16,41.78,-110.2,gamba,rep_biomass_mg,yes
16,Adler16,41.78,-110.2,gamba,total_dry_biomass_mg,yes
16,Adler16,41.78,-110.2,gamba,seed_m,yes
16,Adler16,41.78,-110.2,gamba,seed_n,yes
16,Adler16,41.78,-110.2,gamba,seed1m,yes
16,Adler16,41.78,-110.2,walker,tiller_no_35d,no
16,Adler16,41.78,-110.2,walker,shoot_dry_wt_g,no
16,Adler16,41.78,-110.2,walker,shoot_leaf_area_cm2,no
16,Adler16,41.78,-110.2,walker,root_dry_wt_g,no
16,Adler16,41.78,-110.2,walker,root_length_cm,no
16,Adler16,41.78,-110.2,walker,root_proj_area_cm2,no
16,Adler16,41.78,-110.2,walker,root_surf_area_cm2,no
16,Adler16,41.78,-110.2,walker,root_avg_diam_mm,no
16,Adler16,41.78,-110.2,walker,root_vol_cm3,no
16,Adler16,41.78,-110.2,walker,root_no_tips,no
16,Adler16,41.78,-110.2,walker,root_no_forks,no
16,Adler16,41.78,-110.2,walker,root_no_crossings,no
16,Adler16,41.78,-110.2,walker,root_length_cm_by_diam_class_mm_0_l_0_5,no
16,Adler16,41.78,-110.2,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,no
16,Adler16,41.78,-110.2,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,no
16,Adler16,41.78,-110.2,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,no
16,Adler16,41.78,-110.2,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,no
16,Adler16,41.78,-110.2,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,no
16,Adler16,41.78,-110.2,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,no
16,Adler16,41.78,-110.2,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,no
16,Adler16,41.78,-110.2,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,no
16,Adler16,41.78,-110.2,walker,root_length_cm_by_diam_class_mm_l_4_5,no
16,Adler16,41.78,-110.2,cg_2022,first_flower,yes
16,Adler16,41.78,-110.2,cg_2022,inflor_mass,yes
16,Adler16,41.78,-110.2,cg_2022,veg_mass,yes
16,Adler16,41.78,-110.2,cg_2022,seed_count,yes
16,Adler16,41.78,-110.2,walker,leaf_no_35d,no
16,Adler16,41.78,-110.2,gamba,tillers_n,yes
16,Adler16,41.78,-110.2,gamba,leaves_n,yes
16,Adler16,41.78,-110.2,gamba,adult_height_cm,yes
16,Adler16,41.78,-110.2,gamba,spring_growth_cm,yes
16,Adler16,41.78,-110.2,walker,time_to_emergence_d,no
16,Adler16,41.78,-110.2,walker,plant_ht_21d_cm,no
16,Adler16,41.78,-110.2,walker,seed_wt_g,no
16,Adler16,41.78,-110.2,walker,seed_proj_area_cm2,no
16,Adler16,41.78,-110.2,walker,plant_ht_35d_cm,no
16,Adler16,41.78,-110.2,walker,leaf_no_21d,no
17,Adler17,41.44,-110.11,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,no
17,Adler17,41.44,-110.11,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,no
17,Adler17,41.44,-110.11,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,no
17,Adler17,41.44,-110.11,gamba,adult_height_cm,yes
17,Adler17,41.44,-110.11,gamba,spring_growth_cm,yes
17,Adler17,41.44,-110.11,gamba,tillers_n,yes
17,Adler17,41.44,-110.11,gamba,leaves_n,yes
17,Adler17,41.44,-110.11,walker,seed_wt_g,no
17,Adler17,41.44,-110.11,walker,seed_proj_area_cm2,no
17,Adler17,41.44,-110.11,walker,time_to_emergence_d,no
17,Adler17,41.44,-110.11,walker,plant_ht_21d_cm,no
17,Adler17,41.44,-110.11,walker,plant_ht_35d_cm,no
17,Adler17,41.44,-110.11,walker,leaf_no_21d,no
17,Adler17,41.44,-110.11,walker,leaf_no_35d,no
17,Adler17,41.44,-110.11,walker,tiller_no_35d,no
17,Adler17,41.44,-110.11,walker,shoot_dry_wt_g,no
17,Adler17,41.44,-110.11,walker,shoot_leaf_area_cm2,no
17,Adler17,41.44,-110.11,walker,root_dry_wt_g,no
17,Adler17,41.44,-110.11,walker,root_length_cm,no
17,Adler17,41.44,-110.11,walker,root_proj_area_cm2,no
17,Adler17,41.44,-110.11,walker,root_surf_area_cm2,no
17,Adler17,41.44,-110.11,walker,root_avg_diam_mm,no
17,Adler17,41.44,-110.11,walker,root_vol_cm3,no
17,Adler17,41.44,-110.11,walker,root_no_tips,no
17,Adler17,41.44,-110.11,walker,root_no_forks,no
17,Adler17,41.44,-110.11,walker,root_no_crossings,no
17,Adler17,41.44,-110.11,walker,root_length_cm_by_diam_class_mm_0_l_0_5,no
17,Adler17,41.44,-110.11,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,no
17,Adler17,41.44,-110.11,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,no
17,Adler17,41.44,-110.11,davidson,phen_score,no
17,Adler17,41.44,-110.11,davidson,freezing_point,no
17,Adler17,41.44,-110.11,davidson,min_temp_reached,no
17,Adler17,41.44,-110.11,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,no
17,Adler17,41.44,-110.11,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,no
17,Adler17,41.44,-110.11,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,no
17,Adler17,41.44,-110.11,walker,root_length_cm_by_diam_class_mm_l_4_5,no
17,Adler17,41.44,-110.11,cg_2022,first_flower,yes
17,Adler17,41.44,-110.11,cg_2022,inflor_mass,yes
17,Adler17,41.44,-110.11,cg_2022,veg_mass,yes
17,Adler17,41.44,-110.11,cg_2022,seed_count,yes
17,Adler17,41.44,-110.11,gamba,seed_m,yes
17,Adler17,41.44,-110.11,gamba,seed_n,yes
17,Adler17,41.44,-110.11,gamba,seed1m,yes
17,Adler17,41.44,-110.11,gamba,seedling_height_cm,yes
17,Adler17,41.44,-110.11,gamba,days_to_flower,yes
17,Adler17,41.44,-110.11,gamba,inflor_height_cm,yes
17,Adler17,41.44,-110.11,davidson,d_fv_fm,no
17,Adler17,41.44,-110.11,davidson,sla_m2_kg,no
17,Adler17,41.44,-110.11,gamba,rep_biomass_mg,yes
17,Adler17,41.44,-110.11,gamba,total_dry_biomass_mg,yes
17,Adler17,41.44,-110.11,gamba,inflor_number,yes
17,Adler17,41.44,-110.11,gamba,veg_biomass_mg,yes
18,Adler18,40.86,-114.22,davidson,sla_m2_kg,yes
18,Adler18,40.86,-114.22,gamba,days_to_flower,yes
18,Adler18,40.86,-114.22,gamba,seedling_height_cm,yes
18,Adler18,40.86,-114.22,gamba,adult_height_cm,yes
18,Adler18,40.86,-114.22,gamba,spring_growth_cm,yes
18,Adler18,40.86,-114.22,gamba,tillers_n,yes
18,Adler18,40.86,-114.22,gamba,leaves_n,yes
18,Adler18,40.86,-114.22,gamba,inflor_height_cm,yes
18,Adler18,40.86,-114.22,gamba,inflor_number,yes
18,Adler18,40.86,-114.22,gamba,veg_biomass_mg,yes
18,Adler18,40.86,-114.22,gamba,rep_biomass_mg,yes
18,Adler18,40.86,-114.22,gamba,total_dry_biomass_mg,yes
18,Adler18,40.86,-114.22,gamba,seed_m,yes
18,Adler18,40.86,-114.22,gamba,seed_n,yes
18,Adler18,40.86,-114.22,gamba,seed1m,yes
18,Adler18,40.86,-114.22,walker,shoot_dry_wt_g,yes
18,Adler18,40.86,-114.22,walker,shoot_leaf_area_cm2,yes
18,Adler18,40.86,-114.22,walker,root_dry_wt_g,yes
18,Adler18,40.86,-114.22,walker,root_length_cm,yes
18,Adler18,40.86,-114.22,walker,root_proj_area_cm2,yes
18,Adler18,40.86,-114.22,walker,seed_wt_g,yes
18,Adler18,40.86,-114.22,walker,seed_proj_area_cm2,yes
18,Adler18,40.86,-114.22,walker,time_to_emergence_d,yes
18,Adler18,40.86,-114.22,walker,plant_ht_21d_cm,yes
18,Adler18,40.86,-114.22,walker,plant_ht_35d_cm,yes
18,Adler18,40.86,-114.22,walker,leaf_no_21d,yes
18,Adler18,40.86,-114.22,walker,leaf_no_35d,yes
18,Adler18,40.86,-114.22,walker,tiller_no_35d,yes
18,Adler18,40.86,-114.22,davidson,phen_score,yes
18,Adler18,40.86,-114.22,davidson,freezing_point,yes
18,Adler18,40.86,-114.22,davidson,min_temp_reached,yes
18,Adler18,40.86,-114.22,davidson,d_fv_fm,yes
18,Adler18,40.86,-114.22,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
18,Adler18,40.86,-114.22,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
18,Adler18,40.86,-114.22,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
18,Adler18,40.86,-114.22,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
18,Adler18,40.86,-114.22,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
18,Adler18,40.86,-114.22,cg_2022,first_flower,yes
18,Adler18,40.86,-114.22,cg_2022,inflor_mass,yes
18,Adler18,40.86,-114.22,cg_2022,veg_mass,yes
18,Adler18,40.86,-114.22,cg_2022,seed_count,yes
18,Adler18,40.86,-114.22,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
18,Adler18,40.86,-114.22,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
18,Adler18,40.86,-114.22,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
18,Adler18,40.86,-114.22,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
18,Adler18,40.86,-114.22,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
18,Adler18,40.86,-114.22,walker,root_vol_cm3,yes
18,Adler18,40.86,-114.22,walker,root_no_tips,yes
18,Adler18,40.86,-114.22,walker,root_surf_area_cm2,yes
18,Adler18,40.86,-114.22,walker,root_avg_diam_mm,yes
18,Adler18,40.86,-114.22,walker,root_no_forks,yes
18,Adler18,40.86,-114.22,walker,root_no_crossings,yes
19,Barnett01,43.48,-110.74,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
19,Barnett01,43.48,-110.74,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
19,Barnett01,43.48,-110.74,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
19,Barnett01,43.48,-110.74,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
19,Barnett01,43.48,-110.74,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
19,Barnett01,43.48,-110.74,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
19,Barnett01,43.48,-110.74,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
19,Barnett01,43.48,-110.74,gamba,leaves_n,yes
19,Barnett01,43.48,-110.74,walker,seed_wt_g,yes
19,Barnett01,43.48,-110.74,cg_2022,first_flower,yes
19,Barnett01,43.48,-110.74,cg_2022,inflor_mass,yes
19,Barnett01,43.48,-110.74,cg_2022,veg_mass,yes
19,Barnett01,43.48,-110.74,cg_2022,seed_count,yes
19,Barnett01,43.48,-110.74,gamba,seed_m,yes
19,Barnett01,43.48,-110.74,gamba,seed_n,yes
19,Barnett01,43.48,-110.74,gamba,seed1m,yes
19,Barnett01,43.48,-110.74,gamba,seedling_height_cm,yes
