SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Species,Cover,Litter depth (cm),Notes,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,2.4,Poa bulbosa,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,2.6,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,2.6,Taeniatherum caput-medusae,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,2.6,Bromus japonicus,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,2.8,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,2.8,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,2.8,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3,Artemisia tridentata,50,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3,Poa bulbosa,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3,Lactuca serriola,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3.2,Artemisia tridentata,80,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3.2,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3.2,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3.2,Taeniatherum caput-medusae,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3.4,Artemisia tridentata,30,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3.4,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3.4,Bromus japonicus,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3.4,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3.4,Taeniatherum caput-medusae,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3.6,Convolvulus spp,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3.6,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3.6,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3.6,Taeniatherum caput-medusae,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3.8,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,3.8,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,4,Poa bulbosa,15,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,4,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,4.2,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,4.2,Thinopyrum intermedium,15,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,4.2,Convolvulus spp,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,4.2,Poa bulbosa,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,4.4,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,4.4,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,4.4,Taeniatherum caput-medusae,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,4.4,Poa bulbosa,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,4.6,Erodium cicutarium,15,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,4.6,Taeniatherum caput-medusae,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,4.6,Poa bulbosa,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,4.8,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,4.8,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,4.8,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5,Erodium cicutarium,20,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5,Taeniatherum caput-medusae,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5.2,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5.2,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5.2,Taeniatherum caput-medusae,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5.4,Erodium cicutarium,15,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5.4,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5.4,Taeniatherum caput-medusae,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5.4,Poa bulbosa,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5.6,Poa bulbosa,15,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5.6,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5.8,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5.8,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5.8,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5.8,Taeniatherum caput-medusae,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,5.8,Convolvulus spp,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6,Poa bulbosa,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6.2,Convolvulus spp,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6.2,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6.2,Taeniatherum caput-medusae,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6.2,Poa bulbosa,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6.4,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6.4,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6.4,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6.4,Taeniatherum caput-medusae,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6.4,Poa bulbosa,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6.6,Poa bulbosa,15,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6.6,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6.6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6.8,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6.8,Tragopogon dubius,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6.8,Taeniatherum caput-medusae,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,6.8,Thinopyrum intermedium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7,Poa bulbosa,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7.2,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7.2,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7.2,Convolvulus spp,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7.2,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7.2,Taeniatherum caput-medusae,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7.4,Thinopyrum intermedium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7.4,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7.4,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7.6,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7.6,Thinopyrum intermedium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7.6,Poa bulbosa,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7.6,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7.8,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,7.8,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,8,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,8,Erodium cicutarium,15,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,8,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,8.2,Convolvulus spp,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,8.2,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,8.2,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,8.2,Poa bulbosa,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,8.4,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,8.4,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,8.4,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,8.6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,8.6,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,8.6,Poa bulbosa,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,8.8,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,8.8,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,8.8,Lactuca serriola,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,8.8,Artemisia tridentata,20,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,9,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,9,Artemisia tridentata,20,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,9,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,9.2,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,9.2,Artemisia tridentata,100,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,9.2,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,9.4,Tragopogon dubius,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,9.4,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,9.4,Aegilops cylindrica,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,9.4,Artemisia tridentata,90,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,9.6,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,9.6,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,9.6,Artemisia tridentata,15,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,9.8,Aegilops cylindrica,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,9.8,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,10,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,10,Artemisia tridentata,15,,,,,,,,,,,,,,,,,,,,
GreenCanyon,S,control,10,Aegilops cylindrica,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,2.2,Ceratocephala testiculata,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,2.2,Artemisia tridentata,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,2.4,Bare,100,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,2.6,Bare,100,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,2.8,Bare,100,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,3,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,3,Convolvulus spp,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,3.2,Bromus japonicus,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,3.4,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,3.6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,3.6,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,3.6,Erodium cicutarium,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,3.8,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,3.8,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,4,Ceratocephala testiculata,30,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,4,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,4,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,4,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,4.2,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,4.4,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,4.4,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,4.4,Chrysothamnus viscidiflorus,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,4.6,Convolvulus spp,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,4.6,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,4.8,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,4.8,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,5,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,5.2,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,5.2,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,5.2,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,5.4,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,5.4,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,5.6,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,5.8,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,5.8,Bromus japonicus,15,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,5.8,Medicago sativa,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,6,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,6,Bromus japonicus,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,6.2,Bromus japonicus,30,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,6.2,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,6.2,Medicago sativa,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,6.4,Bromus japonicus,25,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,6.4,Medicago sativa,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,6.4,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,6.6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,6.6,Erodium cicutarium,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,6.8,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,6.8,Bromus japonicus,5,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,6.8,Convolvulus spp,1,,,,,,,,,,,,,,,,,,,,
GreenCanyon,N,removal,6.8,Medicago sativa,1,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.3,Rock,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.3,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.3,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.3,Veronica verna,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.3,Litter,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.3,Biocrust late,15,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.3,Festuca idahoensis,20,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.3,Bare,50,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.5,Bromus tectorum,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.5,Rock,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.5,Veronica verna,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.5,Festuca idahoensis,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.5,Tragopogon dubius,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.5,Bare,20,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.5,Litter,20,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.5,Biocrust late,40,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.7,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.7,Festuca idahoensis,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.7,Rock,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.7,Biocrust late,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.7,Veronica verna,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.7,Litter,20,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.7,Bare,55,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.9,Bromus tectorum,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.9,Rock,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.9,Collomia linearis,1,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.9,Tragopogon dubius,1,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.9,Bare,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.9,Festuca idahoensis,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.9,Veronica verna,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.9,Biocrust late,35,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,2.9,Litter,45,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.1,Bromus tectorum,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.1,Tragopogon dubius,1,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.1,Festuca idahoensis,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.1,Rock,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.1,Veronica verna,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.1,Biocrust late,15,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.1,Euphorbia esula,15,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.1,Litter,30,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.1,Bare,40,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.3,Bromus tectorum,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.3,Rock,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.3,Tragopogon dubius,1,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.3,Veronica verna,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.3,Festuca idahoensis,15,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.3,Litter,15,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.3,Biocrust late,20,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.3,Bare,45,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.5,Bromus tectorum,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.5,Rock,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.5,Festuca idahoensis,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.5,Veronica verna,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.5,Bare,20,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.5,Litter,20,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.5,Biocrust late,40,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.7,Bromus tectorum,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.7,Rock,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.7,Bare,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.7,Litter,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.7,Veronica verna,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.7,Festuca idahoensis,25,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.7,Biocrust late,40,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.7,Lupinus sericeus,70,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.9,Bromus tectorum,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.9,Veronica verna,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.9,Bare,15,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.9,Litter,15,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.9,Rock,15,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.9,Festuca idahoensis,20,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,3.9,Biocrust late,40,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.1,Bromus tectorum,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.1,Tragopogon dubius,1,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.1,Rock,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.1,Veronica verna,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.1,Festuca idahoensis,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.1,Litter,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.1,Biocrust late,35,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.1,Bare,40,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.3,Bare,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.3,Bromus tectorum,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.3,Rock,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.3,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.3,Veronica verna,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.3,Litter,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.3,Festuca idahoensis,20,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.3,Biocrust late,70,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.5,Bare,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.5,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.5,Tragopogon dubius,1,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.5,Veronica verna,1,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.5,Litter,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.5,Rock,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.5,Festuca idahoensis,25,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.5,Biocrust late,80,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.7,Bromus tectorum,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.7,Bare,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.7,Rock,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.7,Veronica verna,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.7,Festuca idahoensis,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.7,Biocrust late,20,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.7,Litter,60,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.9,Bromus tectorum,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.9,Rock,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.9,Apera interrupta,1,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.9,Veronica verna,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.9,Bare,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.9,Biocrust late,10,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.9,Festuca idahoensis,35,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,4.9,Litter,50,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,5.1,Bromus tectorum,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,5.1,Rock,0,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,5.1,Vulpia octoflora,1,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,5.1,Veronica verna,5,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,5.1,Bare,20,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,5.1,Litter,25,,,,,,,,,,,,,,,,,,,,
MPG_IR,E,removal,5.1,Biocrust late,55,,,,,,,,,,,,,,,,,,,,
